2.000000000000000164e-05 3.088694163228920069e-29
2.043839410520874699e-05 2.712250023554881248e-29
2.088639767999158101e-05 2.381699613110885888e-29
2.134422136108928025e-05 2.091446736395947811e-29
2.181208040233784056e-05 1.836577680404986522e-29
2.229019477587404382e-05 1.612777974942289031e-29
2.277878927555893976e-05 1.416259305991578474e-29
2.327809362266880101e-05 1.243695343682522895e-29
2.378834257390256433e-05 1.092165397464969413e-29
2.430977603175682027e-05 9.591049437437816421e-30
2.484263915732011876e-05 8.422621876891369225e-30
2.538718248553997048e-05 7.396599231924169534e-30
2.594366204301594450e-05 6.495620447197113815e-30
2.651233946837524392e-05 5.704441436444502726e-30
2.709348213528668759e-05 5.009676908548808559e-30
2.768736327817109580e-05 4.399573682028036159e-30
2.829426212066725709e-05 3.863811647179220654e-30
2.891446400691377488e-05 3.393329003613147801e-30
2.954826053570884731e-05 2.980168812258411681e-30
3.019594969761020019e-05 2.617344262081036846e-30
3.085783601504080441e-05 2.298720368875402352e-30
3.153423068546539951e-05 2.018910101913382505e-30
3.222545172770543693e-05 1.773183178703961999e-30
3.293182413146112042e-05 1.557385982762203673e-30
3.365368001011130806e-05 1.367871247749782157e-30
3.439135875686201676e-05 1.201436316824675524e-30
3.514520720431838326e-05 1.055268931327138885e-30
3.591557978755403760e-05 9.268996304978694946e-31
3.670283871075494221e-05 8.141599559312876327e-31
3.750735411751598253e-05 7.151457528119780378e-31
3.832950426487077757e-05 6.281849463315016732e-31
3.916967570113541539e-05 5.518092474995407519e-31
4.002826344765121689e-05 4.847293091317668809e-31
4.090567118451087186e-05 4.258129112461827458e-31
4.180231144035569324e-05 3.740658064191991685e-31
4.271860578633329393e-05 3.286149007127842241e-31
4.365498503430644738e-05 2.886934853479392464e-31
4.461188943940724079e-05 2.536282690378956432e-31
4.558976890703025697e-05 2.228279913956194299e-31
4.658908320436380625e-05 1.957734246109259544e-31
4.761030217655745774e-05 1.720085941070154150e-31
4.865390596762794734e-05 1.511330695325143438e-31
4.972038524620737661e-05 1.327951955732727204e-31
5.081024143623953426e-05 1.166861479852677121e-31
5.192398695273355984e-05 1.025347142256985511e-31
5.306214544268426459e-05 9.010271033057845984e-32
5.422525203127435994e-05 7.918095646161740046e-32
5.541385357347281449e-05 6.958574300568836829e-32
5.662850891114837120e-05 6.115572741676147116e-32
5.786978913581866619e-05 5.374920928375443879e-32
5.913827785715946976e-05 4.724173751176737354e-32
6.043457147739824488e-05 4.152400912718994115e-32
6.175927947172363871e-05 3.650002415439068817e-32
6.311302467484078763e-05 3.208546534684110100e-32
6.449644357380800175e-05 2.820627536195076679e-32
6.591018660729217027e-05 2.479740731112920783e-32
6.735491847138443025e-05 2.180172755123459963e-32
6.883131843211795975e-05 1.916905216034888690e-32
7.034008064483727833e-05 1.685530080335032275e-32
7.188191448056749551e-05 1.482175367940304432e-32
7.345754485953749104e-05 1.303439898785912570e-32
7.506771259201388408e-05 1.146335988073999178e-32
7.671317472660590063e-05 1.008239121486636783e-32
7.839470490620553157e-05 8.868437597612680689e-33
8.011309373172851168e-05 7.801244680301475002e-33
8.186914913382978189e-05 6.862986895129820240e-33
8.366369675276609389e-05 6.038082382506113416e-33
8.549758032658534156e-05 5.312829370043992813e-33
8.737166208782465695e-05 4.675085056076127209e-33
8.928682316890409218e-05 4.114277024024975298e-33
9.124396401640724914e-05 3.621104136435615278e-33
9.324400481444082838e-05 3.187348590232831912e-33
9.528788591727618189e-05 2.805857594693514554e-33
9.737656829147304063e-05 2.470299012057378112e-33
9.951103396769496586e-05 2.175105421640579229e-33
1.016922865024280794e-04 1.915413475898947003e-33
1.039213514498211598e-04 1.686938523520037029e-33
1.061992768438675639e-04 1.485895675689334883e-33
1.085271336911566961e-04 1.308990628227380105e-33
1.109060164744269235e-04 1.153300299684369813e-33
1.133370436671554384e-04 1.016273312995783661e-33
1.158213582594287976e-04 8.956547841596774197e-34
1.183601282953389777e-04 7.894731050252186927e-34
1.209545474221602221e-04 6.959885420125174211e-34
1.236058354515635546e-04 6.136744583324969488e-34
1.263152389331319324e-04 5.411856740535339757e-34
1.290840317404479023e-04 4.773437639404448238e-34
1.319135156700272909e-04 4.211089890910445019e-34
1.348050210533823662e-04 3.715674941397142150e-34
1.377599073824995076e-04 3.279181582839653617e-34
1.407795639490289161e-04 2.894539195139623992e-34
1.438654104974845208e-04 2.555543042662523100e-34
1.470188978927611809e-04 2.256728727500508012e-34
1.502415088022848234e-04 1.993293151298737464e-34
1.535347583931141074e-04 1.761007316347742296e-34
1.569001950443234847e-04 1.556154832986007981e-34
1.603394010750001811e-04 1.375463734565375464e-34
1.638539934881991971e-04 1.216055924873100302e-34
1.674456247312061728e-04 1.075397379391436233e-34
1.711159834724637900e-04 9.512593348438760448e-35
1.748667953955300414e-04 8.416788589735905711e-35
1.786998240104372402e-04 7.449293388622147771e-35
1.826168714828378269e-04 6.594899745432385285e-35
1.866197794813247927e-04 5.840219866345345233e-35
1.907104300433232398e-04 5.173463156789640244e-35
1.948907464599640709e-04 4.584249151585888168e-35
