5.000000000000000000e+00 3.998800090000000786e-40
5.011499999999999844e+00 3.787694439999999991e-40
5.023100000000000342e+00 3.587993640000000038e-40
5.034699999999999953e+00 3.399229689999999452e-40
5.046299999999999564e+00 3.220589160000000052e-40
5.057900000000000063e+00 3.051659610000000029e-40
5.069600000000000328e+00 2.891700250000000553e-40
5.081299999999999706e+00 2.740680250000000331e-40
5.092999999999999972e+00 2.597576889999999763e-40
5.104700000000000237e+00 2.462074810000000051e-40
5.116500000000000270e+00 2.333867289999999978e-40
5.128300000000000303e+00 2.212656249999999987e-40
5.140100000000000335e+00 2.097862559999999532e-40
5.152000000000000135e+00 1.989228159999999576e-40
5.163899999999999935e+00 1.886227560000000275e-40
5.175799999999999734e+00 1.788906250000000047e-40
5.187700000000000422e+00 1.696766760000000028e-40
5.199699999999999989e+00 1.609345959999999789e-40
5.211700000000000443e+00 1.526460250000000050e-40
5.223700000000000010e+00 1.448171560000000069e-40
5.235699999999999577e+00 1.374052839999999987e-40
5.247799999999999798e+00 1.303707240000000091e-40
5.259900000000000020e+00 1.236988839999999989e-40
5.272000000000000242e+00 1.173972250000000128e-40
5.284200000000000230e+00 1.114080250000000212e-40
5.296400000000000219e+00 1.057400889999999960e-40
5.308600000000000207e+00 1.003603240000000187e-40
5.320800000000000196e+00 9.527126448999999116e-41
5.333099999999999952e+00 9.044580609000000326e-41
5.345399999999999707e+00 8.586987556000000674e-41
5.357700000000000351e+00 8.153187024999999719e-41
5.370099999999999874e+00 7.741888143999999831e-41
5.382500000000000284e+00 7.352033535999999028e-41
5.394899999999999807e+00 6.982106480999999299e-41
5.407300000000000217e+00 6.631496355999999723e-41
5.419800000000000395e+00 6.298803224999998755e-41
5.432299999999999685e+00 5.983331904000000511e-41
5.444799999999999862e+00 5.684104448999999480e-41
5.457399999999999807e+00 5.400339169000001165e-41
5.469899999999999984e+00 5.131000160999998981e-41
5.482599999999999696e+00 4.875390975999998970e-41
5.495199999999999640e+00 4.632980355999999675e-41
5.507900000000000240e+00 4.402853316000000455e-41
5.520599999999999952e+00 4.184537344000000392e-41
5.533299999999999663e+00 3.977320355999999533e-41
5.546100000000000030e+00 3.780651168999999602e-41
5.558900000000000396e+00 3.594002500000000202e-41
5.571699999999999875e+00 3.416753209000000007e-41
5.584500000000000242e+00 3.248544016000000312e-41
5.597400000000000375e+00 3.088802929000000113e-41
5.610299999999999621e+00 2.937098025000000274e-41
5.623199999999999754e+00 2.793122499999999452e-41
5.636199999999999655e+00 2.656371599999999586e-41
5.649200000000000443e+00 2.526469695999999906e-41
5.662200000000000344e+00 2.403156484000000426e-41
5.675300000000000011e+00 2.285987344000000196e-41
5.688399999999999679e+00 2.174729956000000271e-41
5.701500000000000234e+00 2.068976195999999657e-41
5.714599999999999902e+00 1.968608160999999898e-41
5.727800000000000225e+00 1.873158400000000140e-41
5.740999999999999659e+00 1.782528400000000216e-41
5.754299999999999748e+00 1.696368968999999990e-41
5.767500000000000071e+00 1.614512760999999783e-41
5.780800000000000161e+00 1.536718401000000067e-41
5.794200000000000017e+00 1.462756515999999894e-41
5.807500000000000107e+00 1.392483855999999860e-41
5.820899999999999963e+00 1.325688100000000066e-41
5.834299999999999820e+00 1.262238783999999857e-41
5.847800000000000331e+00 1.201870223999999819e-41
5.861299999999999955e+00 1.144468899999999999e-41
5.874799999999999578e+00 1.089924196000000131e-41
5.888399999999999856e+00 1.037999524000000034e-41
5.901900000000000368e+00 9.886622489999999540e-42
5.915499999999999758e+00 9.417533440000001048e-42
5.929199999999999804e+00 8.971822090000000451e-42
5.942899999999999849e+00 8.547436960000000151e-42
5.956599999999999895e+00 8.143603689999999833e-42
5.970299999999999940e+00 7.759567359999999198e-42
